1152,International Conference on Neural Information Processing,ICONIP,CORE2021,B,Yes,4611,,
2220,International Conference on Operations Research and Enterprise Systems,ICORES,CORE2021,C,Yes,4602,,
1160,International Conference on Optimization: Techniques And Applications,ICOTA,CORE2021,C,No,4602,,
1161,International Conference on Pairing-based Cryptography,Pairing,CORE2021,C,No,4604,,
1162,"International Conference on Parallel and Distributed Computing, Applications and Technologies",PDCAT,CORE2021,C,Yes,4606,,
1163,International Conference on Parallel and Distributed Processing Techniques and Applications,PDPTA,CORE2021,National: USA,No,4606,,
1164,International Conference on Parallel and Distributed Systems,ICPADS,CORE2021,B,No,4606,,
1165,International Conference on Parallel Architecture and Compilation Techniques,PACT,CORE2021,B,Yes,4606,,
1167,International Conference on Parallel Processing,ICPP,CORE2021,A,Yes,4606,,
1168,International Conference on Parallel Processing and Applied Mathematics,PPAM,CORE2021,National: Poland,No,4606,,
1169,International Conference on Pattern Recognition,ICPR,CORE2021,B,No,4603,,
2230,International Conference on Pattern Recognition Applications and Methods,ICPRAM,CORE2021,C,Yes,4603,,
2224,International Conference on Practical Applications of Computational Biology & Bioinformatics,PACBB,CORE2021,National(Spain),Yes,4602,4611,4699
1279,International Conference on Practice and Theory in Public Key Cryptography,PKC,CORE2021,B,Yes,4604,,
1175,International Conference on Principles and Practice of Constraint Programming,CP,CORE2021,A,Yes,4602,,
1176,International Conference on Principles and Practice of Declarative Programming,PPDP,CORE2021,C,Yes,4613,4612,
1177,International Conference on Principles of Distributed Systems,OPODIS,CORE2021,B,No,4606,,
1663,International Conference on Principles of Practice in Multi-Agent Systems (prior to 2009 was Pacific Rim International Workshop on Multi-Agents),PRIMA,CORE2021,B,Yes,4602,,
2207,International Conference on Principles of Security and Trust,POST,CORE2021,Unranked,Yes,4604,,
358,"International Conference on Probabilistic, Combinatorial, and Asymptotic Methods in the Analysis of Algorithms (was Conference on Analysis of Algorithms)",AofA,CORE2021,B,No,4613,,
1182,International Conference on Provable Security,ProvSec,CORE2021,B,No,4604,,
2249,International Conference on Real-Time and Network Systems,RTNS,CORE2021,National: France,Yes,4606,4612,
1188,International Conference on Recent Advances in Natural Language Processing,RANLP,CORE2021,National: bulgaria,No,4602,,
1189,International Conference on Relational and AlgebraicMethods in Computer Science (was International Conference on Relational Methods in Computer Science RelMiCS),RAMiCS,CORE2021,C,No,4613,,
1191,International Conference on Reliable Software Technologies,Ada-Europe,CORE2021,B,Yes,4612,,
1192,International Conference on Research Challenges in Information Science,RCIS,CORE2021,B,Yes,46,,
1193,International Conference on Risks and Security of Internet and Systems,CRiSIS,CORE2021,C,No,4604,,
1194,"International Conference on Robotics, Vision, Signal Processing and Power Applications (was ROVPIA)",RoVISP,CORE2021,National: Malaysia,No,4603,,
1932,International Conference on Runtime Verification (was workshop pre 2010),RV,CORE2021,B,Yes,4612,,
1197,International Conference on Scientific and Statistical Data Base Management,SSDBM,CORE2021,B,Yes,4605,,
1198,International Conference on Security and Privacy for Communication Networks,SecureComm,CORE2021,C,Yes,4604,,
1200,International Conference on Security of Information and Networks,SIN,CORE2021,C,No,4604,,
1202,International Conference on Semantics Knowledge and Grid,SKG,CORE2021,National: China,No,4606,,
1203,International Conference on Sequences and their Applications,SETA,CORE2021,B,No,4604,4613,
1204,International Conference on Service Oriented Computing,ICSOC,CORE2021,A,Yes,4606,,
2240,International Conference on Similarity Search and Applications,SISAP,CORE2021,B,Yes,4605,,
2298,"International Conference on Simulation and Modeling Methodologies, Technologies and Applications",SIMULTECH,CORE2021,C,Yes,4606,,
2178,International Conference on Smart homes and health Telematics,ICOST,CORE2021,C,Yes,4601,,
1206,International Conference on Software and Data Technologies,ICSoft,CORE2021,B,No,4612,,
1217,International Conference on Software and System Processes (was ICSP prior to 2011),ICSSP,CORE2021,B,Yes,4612,,
791,International Conference on Software Architecture (was previously WICSA),ICSA,CORE2021,A,Yes,4612,,
1209,International Conference on Software Engineering,ICSE,CORE2021,A*,Yes,4612,,
1210,International Conference on Software Engineering Advances,ICSEA,CORE2021,C,No,4612,,
1211,International Conference on Software Engineering and Formal Methods,SEFM,CORE2021,B,Yes,4612,,
1212,International Conference on Software Engineering and Knowledge Engineering,SEKE,CORE2021,B,Yes,4612,4602,
1214,"International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing",SNPD,CORE2021,C,No,4612,4602,4606
1215,International Conference on Software Language Engineering,SLE,CORE2021,B,Yes,4612,,
1219,International Conference on Software Quality Management,SQM,CORE2021,C,No,4612,,
1220,International Conference on Software Reuse,ICSR,CORE2021,B,Yes,4612,,
1221,"International Conference on Software Testing, Verification and Validation",ICST,CORE2021,A,Yes,4612,,
2209,International Conference on Sustainable Energy Information Technology ,SEIT,CORE2021,Unranked,Yes,4601,4606,
1229,International Conference on Systems Engineering,ICSEng,CORE2021,C,No,46,,
2288,International Conference on Technical Debt,TechDebt,CORE2021,NEW,Yes,4612,,
2285,International Conference on Testing Software and Systems,ICTSS,CORE2021,C,Yes,4612,,
1236,International Conference on Tests and Proofs,TAP,CORE2021,C,Yes,4612,,
1237,International Conference on the Application and Theory of Petri Nets and Concurrency,ICATPN,CORE2021,B,No,4606,,
1238,International Conference on the Foundations of Digital Games,FDG,CORE2021,C,No,4607,,
1239,International Conference on the Principles of Knowledge Representation and Reasoning,KR,CORE2021,A*,Yes,4602,,
2180,International Conference on the Quality of Information and Communications Technology,QUATIC,CORE2021,C,Yes,4612,,
1240,International Conference on the Simulation and Synthesis of Living Systems,ALIFE,CORE2021,C,Yes,4602,,
1241,International Conference on the Statistical Analysis of Textual Data,JADT,CORE2021,C,No,4602,,
1242,International Conference on the Theory and Application of Cryptographic Techniques,EuroCrypt,CORE2021,A*,Yes,4604,,
1243,International Conference on the Theory and Application of Cryptology and Information Security,ASIACRYPT,CORE2021,A,Yes,4604,,
2202,"International Conference on the Theory of Information Retrieval
",ICTIR,CORE2021,Unranked,Yes,4605,,
1246,International Conference on Theorem Proving with Analytic Tableaux and Related Methods,TABLEAUX,CORE2021,B,Yes,4613,,
1250,International Conference on Theory and Applications of Satisfiability Testing,SAT,CORE2021,A,No,4602,,
2013,International Conference on Theory and Practice of Digital Libraries (was ECDL until 2010),TPDL,CORE2021,B,Yes,4605,,
1251,International Conference on Tools with Artificial Intelligence,ICTAI,CORE2021,B,Yes,4602,,
1253,"International Conference on Trust, Privacy and Security in Digital Business",TrustBus,CORE2021,B ,Yes,4604,,
790,"International Conference on Trust, Security and Privacy in Computing and Communications",TrustCom,CORE2021,B,Yes,4604,,
1254,International Conference on Ubiquitous Intelligence and Computing,UIC,CORE2021,B,Yes,4606,4608,
1255,International Conference on Unconventional Computation and Natural Computation (was International Conference on Unconventional Computation),UC,CORE2021,C,No,4613,,
1259,"International Conference on User Modelling, Adaptation, and Personalization (was AH and UM)",UMAP,CORE2021,B,Yes,4608,,
2299,International Conference on Vehicle Technology and Intelligent Transport Systems,VEHITS,CORE2021,C,Yes,4606,4602,
1261,International Conference on Very Large Databases,VLDB,CORE2021,A*,No,4605,,
1262,International Conference on Virtual Execution Environments,VEE,CORE2021,B,Yes,4606,,
2168,International Conference on Virtual Rehabilitation,ICVR,CORE2021,Unranked,Yes,4601,,
1264,International Conference on Virtual Systems and MultiMedia,VSMM,CORE2021,B,Yes,4607,,
1267,International Conference on VLSI Design,VLSID,CORE2021,National: India,No,4606,,
2169,International Conference on Web and Social Media,ICWSM,CORE2021,Unranked,Yes,46,,
1269,International Conference on Web Engineering,ICWE,CORE2021,B,Yes,46,,
1270,International Conference on Web Information Systems and Technologies,WEBIST,CORE2021,C,Yes,46,,
1271,International Conference on Web Information Systems Engineering,WISE,CORE2021,B,Yes,4605,4606,
2257,International Conference on Wireless Networks and Mobile Communications,WINCOM,CORE2021,National:Morocco,Yes,4606,,
2211,"International Conference: Sciences of Electronics, Technologies of information and Telecommunication",SETIT,CORE2021,Unranked,Yes,46,,
1280,"International Conferences in Central Europe on Computer Graphics, Visualization and Computer Vision",WSCG,CORE2021,National: Czecholslovakia,No,4607,4603,
1288,International Congress on Computational and Applied Mathematics,ICCAM,CORE2021,C,No,4613,,
1291,International Congress on Modelling and Simulation,MODSIM,CORE2021,Australasian C,No,4602,,
2223,International Cross-Domain Conference for Machine Learning and Knowledge Extraction,CD-MAKE,CORE2021,C,Yes,4602,4611,4608
1296,International CSI Computer Conference,CSICC,CORE2021,National: Iran,No,08,,
1297,International Database Engineering and Applications Symposium,IDEAS,CORE2021,B,Yes,4605,,
2022,International European Conference on Parallel and Distributed Computing (was International Conference on Parallel Processing),EuroPar,CORE2021,B,Yes,4606,,
1303,International FLINS Conference on Robotics and Artificial Intelligence (was International Fuzzy Logic and Intelligent technologies in Nuclear Science Conference),FLINS,CORE2021,C,Yes,4602,,
1302,International Frontiers of Algorithmics Workshop,FAW,CORE2021,National: China,No,4613,,
1313,International Joint Conference on Artificial Intelligence,IJCAI,CORE2021,A*,Yes,4602,4611,4603
1314,International Joint Conference on Automated Reasoning,IJCAR,CORE2021,A,Yes,4602,4612,4613
922,"International Joint Conference on Autonomous Agents and Multiagent Systems (previously the International Conference on Multiagent Systems, ICMAS, changed in 2000)",AAMAS,CORE2021,A*,Yes,4602,,
2221,International Joint Conference on Computational Intelligence,IJCCI,CORE2021,C,Yes,4602,4611,
1316,"International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",IC3K,CORE2021,C,Yes,4605,,
1317,International Joint Conference on Natural Language Processing,IJCNLP,CORE2021,B,No,4602,,
1195,International Joint Conference on Rough Sets (2014 International Conference on Rough Sets and Current Trends in Computing joined with 3 others),IJCRS (was RSCTC),CORE2021,C,No,4602,,
2216,International Joint Conference on Rules and Reasoning,RuleML+RR,CORE2021,B,Yes,4602,4613,4601
1320,International KES Symposium on Agents and Multiagent systems - Technologies and Applications,KES AMSTA,CORE2021,C,No,4602,,
1321,International Machine Vision and Image Processing Conference,IMVIP,CORE2021,National: ireland,No,4603,,
1260,"International Meeting on High Performance Computing for Computational Science (previously International Meeting Vector and Parallel Processing, changed in 2002)",VECPAR,CORE2021,B,No,4606,,
1327,International Natural Language Generation Conference,INLG,CORE2021,B,Yes,4602,,
1329,International Network Optimization Conference,INOC,CORE2021,C,No,4606,,
1331,International Picture Coding Symposium,PCS,CORE2021,C,No,4603,,
2253,International Science Conference on Computer Networks,CN,CORE2021,National:Poland,Yes,4606,4604,4699
1338,International Semantic Web Conference,ISWC,CORE2021,A,Yes,4605,,
2236,"International Symposium ""Problems of Redundancy in Information and Control Systems""",Redundancy,CORE2021,National Russia,Yes,4604,4613,4699
1348,International Symposium on Algorithmic Game Theory,SAGT,CORE2021,B,No,4613,,
1349,International Symposium on Algorithms and Computation,ISAAC,CORE2021,A,Yes,4613,,
1447,International Symposium on Algorithms and Experiments for  Wireless Networks,Algosensors,CORE2021,C,Yes,4606,,
1352,International Symposium on Applied Computational Intelligence and Informatics,SACI,CORE2021,National: Romania,No,4602,,
1353,International Symposium on Applied Machine Intelligence and Informatics,SAMI,CORE2021,National: slovakia,No,4602,,
1354,International Symposium on Artificial Intelligence and Mathematics,ISAIM,CORE2021,National: USA,Yes,4602,,
1355,International Symposium on Artificial Life and Robotics,AROB,CORE2021,C,No,4602,,
1357,International Symposium on Automated Technology for Verification and Analysis,ATVA,CORE2021,B,Yes,4612,,
1358,International Symposium on Automation and Robotics in Construction,ISARC,CORE2021,C,No,4602,,
1359,International Symposium on Autonomous Decentralized Systems,ISADS,CORE2021,C,No,4606,,
1362,International Symposium on Code Generation and Optimization,CGO,CORE2021,A,No,4612,,
1364,International Symposium on Combinatorial Optimisation,ISCO,CORE2021,C,No,4613,4602,
60,International Symposium on Computational Geometry,SoCG,CORE2021,A,No,4613,,
1369,International Symposium on Computer and Information Sciences,ISCIS,CORE2021,C,No,46,,
1370,International Symposium on Computer Architecture and High Performance Computing,SBAC-PAD,CORE2021,B,No,4606,,
1374,International Symposium on Distributed Computing (was WDAG),DISC,CORE2021,A,Yes,4606,,
696,International Symposium on Distributed Simulation and Real Time Applications,DS-RT,CORE2021,C,Yes,4606,4602,4608
1376,International Symposium on Empirical Software Engineering and Measurement,ESEM,CORE2021,A,Yes,4612,,
1378,International Symposium on Experimental Algorithms,SEA,CORE2021,B,No,4613,,
540,International Symposium on Formal Methods (was Formal Methods Europe FME),FM,CORE2021,A,Yes,4612,,
1380,International Symposium on Foundations of Intelligent Systems,ISMIS,CORE2021,C,No,4602,,
1382,International Symposium on Functional and Logic Programming,FLOPS,CORE2021,National: Japan,No,4613,,
1383,International Symposium on Fundamentals of Computation Theory,FCT,CORE2021,B,Yes,4613,,
1385,International Symposium on Grids and Clouds (was International Symposium on Grid Computing),ISGC,CORE2021,C,No,4606,,
1386,International Symposium on High Performance Computer Architecture,HPCA,CORE2021,A*,No,4606,,
1388,International Symposium on Information Assurance and Security,IAS,CORE2021,C,No,4604,,
1390,International Symposium on Information Theory and Its Applications,ISITA,CORE2021,B,No,4613,4604,
1391,International Symposium on Innovations in Intelligent Systems and Applications,INISTA,CORE2021,C,No,4602,4601,
1392,International Symposium on Intelligent and Interactive Multimedia: Systems and Services,KES IIMSS,CORE2021,C,No,4603,,
1394,International Symposium on Intelligent Systems and Informatics,SISY,CORE2021,National: serbia,No,4602,,
1395,International Symposium on Latin American Theoretical Informatics,LATIN,CORE2021,B,Yes,4613,,
1396,"International Symposium on Leveraging Applications of Formal Methods, Verification and Validation",ISoLA,CORE2021,C,No,4612,,
1397,International Symposium on Logic-based Program Synthesis and Transformation,LOPSTR,CORE2021,B,No,4613,4612,
1398,International Symposium on Mathematical Foundations of Computer Science,MFCS,CORE2021,A,Yes,4613,,
1400,International Symposium on Memory Management,ISMM,CORE2021,C,Yes,4606,4612,
1401,"International Symposium on Modelling and Optimization in Mobile, Ad Hoc, and Wireless Networks",WiOpt,CORE2021,B,Yes,4606,,
2204,"International Symposium on Networks, Computers and Communications",ISNCC,CORE2021,C,Yes,4606,,
1402,International Symposium on Neural Networks,ISNN,CORE2021,C,Yes,4611,,
1432,International Symposium on Open Collaboration (was International Symposiums on Wikis),OPENSYM,CORE2021,C,Yes,4612,,
1405,International Symposium on Parallel and Distributed Computing,ISPDC,CORE2021,C,No,4606,,
1406,"International Symposium on Parallel Architectures, Algorithms and Networks",I-SPAN,CORE2021,B,No,4606,,
1510,International Symposium on Parameterized and Exact Computation (was IWPEC pre 2004),IPEC,CORE2021,B,No,4613,,
2272,INTERNATIONAL SYMPOSIUM ON PERVASIVE DISPLAYS,PerDis,CORE2021,B,Yes,4608,,
1410,International Symposium on Robotics Research,ISRR,CORE2021,A,Yes,4602,,
2283,International Symposium on Search Based Software Engineering,SSBSE,CORE2021,B,Yes,4612,4602,
2281,International Symposium on Software Engineering for Adaptive and Self-Managing Systems,SEAMS,CORE2021,A,Yes,4612,,
2284,"International Symposium on Software Engineering: Theories, Tools, and Applications",SETTA,CORE2021,National:China,Yes,4612,4613,
1411,International Symposium on Software Reliability Engineering,ISSRE,CORE2021,A,Yes,4612,,
1412,International Symposium on Software Testing and Analysis,ISSTA,CORE2021,A,Yes,4612,,
1416,International Symposium on Spatial and Temporal Databases,SSTD,CORE2021,B,Yes,4601,,
1413,International Symposium on Spatial Data Handling,SDH,CORE2021,C,No,4601,,
1415,International Symposium on Spatial Data Quality,ISSDQ,CORE2021,C,No,4601,,
1418,International Symposium on String Processing and Information Retrieval,SPIRE,CORE2021,B,Yes,4605,,
1420,International Symposium on Symbolic and Algebraic Computation,ISSAC,CORE2021,A,Yes,4613,,
1421,International Symposium on Symbolic and Numeric Algorithms for Scientific Computing,SYNASC,CORE2021,National: romania,No,4613,,
1423,International Symposium on Technology and Society,ISTAS,CORE2021,C,No,46,,
1424,International Symposium on Temporal Representation and Reasoning,TIME,CORE2021,B,Yes,4602,,
1425,International Symposium on the Mathematical Theory of Networks and Systems,MTNS,CORE2021,C,No,4606,,
1426,International Symposium on Theoretical Aspects of Computer Science,STACS,CORE2021,A,Yes,4613,,
1427,International Symposium on Theoretical Aspects of Software Engineering,TASE,CORE2021,National: China,No,4612,,
1539,International Symposium on Ubiquitous Virtual Reality,ISUVR,CORE2021,National: S. Korea,No,4607,,
1429,International Symposium on Visual Computing,ISVC,CORE2021,National: USA,No,4607,4603,
269,International Telecommunication Networks and Applications Conference (was Australian Telecommunication Networks and Applications Conference),ITNAC,CORE2021,Australasian C,Yes,4606,,
2214,International Teletraffic Congress,ITC,CORE2021,Unranked,Yes,4606,,
1436,International Visualization in Transportation Symposium,TRB,CORE2021,National: USA,No,4608,,
1439,International Wordnet Conference (Global Wordnet Conference),GWC,CORE2021,C,No,4605,4602,
1440,International Work-Conference on Artificial and Natural Neural Networks,IWANN,CORE2021,National: Spain,No,4611,,
2183,International Work-conference on the Interplay between Natural and Artificial Computation,IWINAC,CORE2021,National,Yes,4602,,
2295,International Workshop on Algebraic and Combinatorial Coding Theory,ACCT,CORE2021,National,Yes,4613,4604,4699
1451,International Workshop on Approximation Algorithms for Combinatorial Optimization Problems,APPROX,CORE2021,A,Yes,4613,,
1458,International Workshop on Combinations of Intelligent Methods and Applications,CIMA,CORE2021,C,No,4602,4611,4603
1459,International Workshop on Combinatorial Algorithm,IWOCA,CORE2021,B,Yes,4613,,
1460,International Workshop on Combinatorial Image Analysis: Theory and Applications,IWCIA,CORE2021,C,No,4603,,
2160,"International Workshop on Coordination, Organizations, Institutions, Norms and Ethics for Governance of Multi-Agent Systems (Ethics added 2020)",COINE,CORE2021,B,Yes,4602,,
1463,International Workshop on Critical Information Infrastructures Security,CRITIS,CORE2021,C,No,4604,,
2238,International Workshop on Data Management on New Hardware,DaMoN,CORE2021,C,Yes,4605,,
1464,International Workshop on Data Warehousing and OLAP,DOLAP,CORE2021,B,No,4605,,
1466,International Workshop on Digital Watermarking,IWDW,CORE2021,C,No,4604,,
1998,International Workshop on Document Analysis Systems,DAS,CORE2021,B,Yes,4605,,
1471,International Workshop on Enterprise and Organizational Modelling and Simulation,EOMAS,CORE2021,C,No,4612,,
1475,International Workshop on Fast Software Encryption,FSE,CORE2021,B,Yes,4604,,
1476,International Workshop on Formal Methods for interactive Systems,FMIS,CORE2021,C,No,4612,4608,
1481,International Workshop on Functional and (Constraint) Logic Programming,WFLP,CORE2021,C,No,4612,,
1484,International Workshop on Graph-Theoretic Concepts in Computer Science,WG,CORE2021,A,Yes,4613,,
1486,International workshop on High-Level Parallel Programming and Applications,HLPP,CORE2021,C,No,4606,,
1487,International Workshop on High-Level Parallel Programming Models and Supportive Environments,HIPS,CORE2021,C,No,4606,,
1494,International Workshop on Information Security Applications,WISA,CORE2021,National: korea,No,4604,,
1504,International Workshop on Modelling in Software Engineering,MISE,CORE2021,C,No,4612,,
1506,International Workshop on MultiAgent Based Simulation,MABS,CORE2021,C,No,4602,,
1508,International Workshop on Multimedia Signal Processing,MMSP,CORE2021,B,Yes,4603,,
1514,International Workshop on Post-Quantum Cryptography,PQCrypto,CORE2021,C,No,4604,,
2009,International Workshop on Principles of Diagnosis,DX,CORE2021,C,Yes,4612,4606,
1518,International Workshop on Randomization and Computation,RANDOM,CORE2021,A,Yes,4613,,
1521,International Workshop on Requirements Engineering: Foundation for Software Quality,REFSQ,CORE2021,B,Yes,4612,,
1525,International Workshop on Security,IWSEC,CORE2021,National: Japan,No,4604,,
1528,International Workshop on Soft Computing Applications,SOFA,CORE2021,National: Romania,No,08,,
1529,International Workshop on Software and Compilers for Embedded Systems,SCOPES,CORE2021,C,Yes,4606,,
1536,International Workshop on the Algorithmic Foundations of Robotics,WAFR,CORE2021,C,No,4602,,
1538,International Workshop on the Web and Databases,WebDB,CORE2021,National: USA,No,4605,,
1540,International Workshop on Visualization for Cyber Security,VizSec,CORE2021,C,No,4604,,
1541,International Workshop on Web and Wireless Geographical Information Systems,W2GIS,CORE2021,C,No,4601,,
1546,International Workshops on Enabling Technologies: Infrastructures for Collaborative Enterprises,WETICE,CORE2021,C,Yes,4606,4608,
1548,International World Wide Web Conference,WWW,CORE2021,A*,Yes,4606,4605,
1551,Internet Measurement Conference,IMC,CORE2021,A,No,4606,,
494,Interspeech (combined EuroSpeech and ICSLP in 2000),Interspeech,CORE2021,A,No,4602,,
1340,ISC High Performance (was International Supercomputing Conference),ISC,CORE2021,C,No,4606,,
1556,ISCA International Conference on Computer Applications in Industry and Engineering,CAINE,CORE2021,C,No,4601,,
1218,Joint Conference of the International Workshop on Software Measurement and the International Conference on Software Process and Product Measurement (IWSM and Mensura combined from 2007),IWSM Mensura,CORE2021,C,No,4612,,
958,"Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications (GRAPP and VISAPP combined from 2008)",VISIGRAPP,CORE2021,B,Yes,4603,,
1579,KES International Symposium on Intelligent Decision Technologies,KES IDT,CORE2021,C,No,4602,,
1582,Knowledge capture,K-CAP,CORE2021,B,Yes,4605,4602,
1584,Knowledge Domain Visualisation,KDViz,CORE2021,National: UK,No,4608,,
1586,Knowledge Visualization and Visual Thinking,KV,CORE2021,C,No,4608,,
2092,Language Resources and Evaluation Conference,LREC,CORE2021,C,No,4602,,
2227,"Language, Data and Knowledge",LDK,CORE2021,Unranked: NEW,Yes,4602,4605,4601
1589,Latin American Conference on Informatics,CLEI,CORE2021,C,Yes,4602,4612,4605
1592,"Latin-American Algorithms, Graphs and Optimization Symposium",LAGOS,CORE2021,C,Yes,4613,4699,
1596,Logic Programming and Automated Reasoning,LPAR,CORE2021,A,Yes,4613,4602,
1597,Logical Foundations of Computer Science,LFCS,CORE2021,National: USA,No,4613,,
1598,"Logics in Artificial Intelligence, European Conference",JELIA,CORE2021,A,Yes,4613,4602,
1599,Machine Translation Summit,MT SUMMIT,CORE2021,B,No,4602,,
1600,Machine Vision Applications,MVA,CORE2021,National: japan,No,4603,,
1834,"Machines, Computations and Universality (was Universal Machines and Computations)",MCU,CORE2021,B,No,4613,,
1601,MACIS: International Conference of Mathematical Aspects of Computer and Information Sciences,MACIS,CORE2021,C,No,4613,,
2097,Malaysia International Conference on Communications ,MICC,CORE2021,Regional,No,4606,,
1605,Mathematics of Program Construction,MPC,CORE2021,B,Yes,4613,,
39,Measurement and Modeling of Computer Systems,SIGMETRICS,CORE2021,A*,Yes,4612,,
1607,Medical Image Computing and Computer-Assisted Intervention,MICCAI,CORE2021,A,Yes,4601,4603,
2270,Mensch & Computer,MuC,CORE2021,National: Germany,Yes,4608,,
1615,Mobile and Ubiquitous Multimedia (ACM),MUM,CORE2021,B,Yes,4608,,
1618,Modelling and Optimization: Theory and Applications,MOPTA,CORE2021,National: USA,No,4602,,
2233,Multimedia and Network Information Systems,MISSI,CORE2021,National: Poland,Yes,4603,4607,4602
1629,National Conference of the American Association for Artificial Intelligence,AAAI,CORE2021,A*,No,4602,4603,4611
1978,National Conference of The Australian Society for Operations Research,ASOR,CORE2021,Australasian C,Yes,4602,,
1638,Network and Operating System Support for Digital Audio and Video,NOSSDAV,CORE2021,B,Yes,4606,,
1642,New Security Paradigms Workshop,NSPW,CORE2021,C,No,4604,,
2235,New Technologies Mobility and Security,NTMS,CORE2021,C,Yes,4604,4699,
1643,New Zealand Game Developers Conference,NZGDC,CORE2021,Australasian C,No,4607,,
2271,Nordic Conference on Human-Computer Interaction,NordiCHI,CORE2021,Regional:Scandinavia,Yes,4608,,
1648,North American Association for Computational Linguistics,NAACL,CORE2021,A,No,4602,,
1653,Onward Software Engineering,Onward,CORE2021,C,No,4612,,
1658,"Pacific Asia Conference on Language, Information and Computation",PACLIC,CORE2021,B,Yes,4602,,
1660,Pacific Conference on Computer Graphics and Applications,PG,CORE2021,Journal Published,Yes,4607,,
1661,Pacific Rim International Conference on Artificial Intelligence,PRICAI,CORE2021,B,Yes,4602,,
1662,Pacific Rim International Symposium on Dependable Computing,PRDC,CORE2021,B,No,4612,4606,4604
1664,Pacific Rim Knowledge Acquisition Workshop,PKAW,CORE2021,B,No,4602,4611,4608
1666,Pacific Symposium on Biocomputing,PSB,CORE2021,National: USA,No,4601,,
1667,Pacific-Asia Conference on Knowledge Discovery and Data Mining,PAKDD,CORE2021,A,Yes,4605,,
1669,Pacific-Rim Conference on Multimedia,PCM,CORE2021,C,No,4603,,
1670,Pacific-Rim Symposium on Image and Video Technology,PSIVT,CORE2021,B,No,4603,,
1674,Parallel Computing,PARCO,CORE2021,C,No,4606,,
1676,Parallel Problem Solving from Nature,PPSN,CORE2021,A,Yes,4611,,
1678,Passive and Active Measurement Conference,PAM,CORE2021,B,No,4606,,
1680,Pattern Languages of Programs,PLOP,CORE2021,B,No,4612,,
1682,Portuguese Conference on Artificial Intelligence,EPIA,CORE2021,Regional,Yes,4602,,
2171,Practical Applications of Agents and Multiagent Systems,PAAMS,CORE2021,B,Yes,4602,4601,
1686,Practical Aspects of Declarative Languages,PADL,CORE2021,B,No,4612,,
1688,Practice and Theory of Automated Timetabling,PATAT,CORE2021,B,No,4601,,
1690,Prague Stringology Conference,PSC,CORE2021,National: Poland,No,4613,,
1691,Principles and Practice of Parallel Programming,PPoPP,CORE2021,A,No,4606,,
1442,Privacy Enhancing Technologies Symposium (was International Workshop of Privacy Enhancing Technologies),PETS,CORE2021,A,Yes,4604,,
1693,Privacy in Statistical Databases,PSD,CORE2021,C,No,4604,,
1696,Product Focused Software Process Improvement,PROFES,CORE2021,B,Yes,4612,,
1701,Real Time Systems Symposium,RTSS,CORE2021,A* ,Yes,4606,,
1705,Richard Tapia Celebration of Diversity in Computing Conference,Tapia,CORE2021,National: USA,No,46,,
1708,Robot Soccer World Cup,RoboCup,CORE2021,B,No,4602,,
1710,RSA Conference,RSA,CORE2021,B,No,4604,,
138,Selected Areas in Cryptography,SAC,CORE2021,B,Yes,4604,,
2210,Semantics - International Conference on Semantic Systems,Semantics,CORE2021,National: Austria,Yes,4605,,
1723,SGAI International Conference on Artificial Intelligence,SGAI,CORE2021,National: UK,No,4602,,
1724,SIAM Conference on Discrete Mathematics,DM,CORE2021,C,No,4613,,
1726,SIAM Conference on Optimization,OP,CORE2021,C,No,4602,,
1727,SIAM International Conference on Data Mining,SDM,CORE2021,A,Yes,4605,,
957,SIGGRAPH Asia,SiggraphA,CORE2021,journal published,Yes,4607,,
2222,Simulation and Synthesis in Medical Imaging,SASHIMI,CORE2021,C,Yes,4602,4601,4603
1733,Simulation Technology and Training Conference,SimTecT,CORE2021,Australasian C,No,4602,,
1736,SKLOIS Conference on Information Security and Cryptology,Inscrypt,CORE2021,National: China,No,4604,,
1737,Smart Card Research and Advanced Application Conference,CARDIS,CORE2021,B,No,4604,,
2136,Software Process Improvement and Capability Determination ,SPICE,CORE2021,C,Yes,4612,,
2282,Software Product Lines Conference,SPLC,CORE2021,B,Yes,4612,4601,4602
1185,"Software Quality, Reliability, and Security (was International Conference on Quality Software, QSIC, that merged with SERE 2015)",QRS,CORE2021,B,No,4612,,
1763,Static Analysis Symposium,SAS,CORE2021,B,Yes,4612,,
1766,Structural and Syntactical Pattern Recognition,SSPR,CORE2021,B,Yes,4603,,
1768,Summer Computer Simulation Conference,SCSC,CORE2021,B,No,4602,,
1771,Symposium Model Analysis and Simulation of Computer and Telecommunications Systems,MASCOTS,CORE2021,B,Yes,4606,,
1772,Symposium of Asian Association for Algorithms and Computation,AAAC,CORE2021,C,No,4613,,
1777,Symposium on Advances in DB and Information Systems,ADBIS,CORE2021,B,Yes,4605,,
1784,Symposium on Geometry Processing,SGP,CORE2021,B,No,4607,,
2033,Symposium on High Performance Chips ,HOTCHIPS (HCS),CORE2021,C,Yes,4606,,
1789,"Symposium on Networked Systems, Design and Implementation",NSDI,CORE2021,National: USA,No,4606,,
1790,Symposium on Parallelism in Algorithms and Architectures,SPAA,CORE2021,A,No,4606,,
1792,Symposium on Reliable Distributed Systems,SRDS,CORE2021,B,Yes,4606,,
